id,especie,nome_comum,grupo,ciclo,altura_min,altura_max,habito,origem,precipitacao_min,precipitacao_max,temp_min,temp_max,tolerancia_seca,tolerancia_encharcamento,tolerancia_frio_geada,tolerancia_sombra,tropical,cerrado,subtropical,subtropical_secundario,temperado,subtropical_quente,subtropical_de_altitude,subtropical_umido,subtropical_frio,quente,chuvoso,semiarido,subtropical_semiarido,tropical_altitude,estacao_fria,quente_umido,tropical_umido,temperado_frio,temperado_medio,regioes_frias,tolerancia_acidez,ph_min,ph_max,tolerancia_aluminio,exigencia_fertilidade,drenagem_solo,textura_solo,controle_plantas_daninhas,controle_plantas_pragas_doencas,profundidade_raiz_min,profundidade_raiz_max,produtividade_minima_ms,produtividade_maxima_ms,proteina_min,proteina_max,digestibilidade,biomassa_min,biomassa_max,tolerancia_pastejo,rebrota,persistencia,pastejo,pastagem,consorcio,cobertura_solo,recuperacao_area_degradadas,sistemas_agroflorestais,fenacao,integracao_lavoura_pecuaria,rotacao_culturas,reforma_canaviais,plantio_direto,ILPF,culturas_perenes,fitorremediacao,alimentacao_animal,silagem,capineiras,quebra_vento,consorcio_milho,adubacao_verde,cobertura_vegetal,controle_erosao,controle_nematoides,consorcio_perenes,recuperacao_solos,forragem,preenchimento_devazio_forrageiro,alimentacao_humana,banco_proteinas,producao_oleo,biomassa,rotacao_milho,consorcio_gramineas,reforma_pastagem,graos,sucessao_culturas,consorcio_forrageiras,controle_ervadaninha,controle de nematoides,diversificacao_biologica,aumento_materia_organica ,forragem_ruminantes,incremento_materia_organica,ciclagem_nutrientes,sucessao_milho,sucessao_soja,sucessao_algodao,sucessao_feijao,algodao,mucuna,guandu,cobertura_permanente,forragem_frescca,feno,melhoria_fertilidade_solo,geracao_palhada,consorcio_leguminosas,rotacao_cultura_solos_pobres_acidos,rotacao_cultura_inverno,melhoria_estrutura_solo,descompactacao_solo,protecao_solo,melhoria_quimica_solo,melhoria_fisica_biologica,conservacao_solo,cobertura_morta_SPD,cobertura_inverno,reciclagem_nutrientes,equilibrio_microbiologico_solo,antecessora_milho,forragem_inverno,rotacao_leguminosas,ciclagem_nutrientes,incorporacao_materia_organica,biodisel,racao_animal,controle_doencas_radiculares,producao_graos_malteacao,cultivo_entrelinhas_frutiferas,planta_cobertura,fornecimento_nitrogenio,triticale,crotalaria,graos_seco_alimentacao_animal,forragem_verde,pastejo_consorciado_gramineas,rotacao_soja,rotacao_feijao,rotacao_algodao,controle_biologico_compactacao_solo,materiaprima_biocombustivel,recuperacao_solos_compactados,recuperacao_solos_baixa_retencaohidrica,consorcio_aveia,consorcio_nabo_forrageiro,consorcio_triticale,fornecimento_p_solo,pastejo_direto,fixacao_biologica_nitrogenio,quebra_ciclo_patogenos_leguminosas,quebra_ciclo_patogenos_hortalica,altenativa_milho_regioes_frias,rotacao_cevada,rotacao_trigo,rotacao_centeio,rotacao_triticale,melhoria_estrutura_areacao_solo,aumento_ciclagem_disponibilidade_ N,corte_verde,forragem_pastejo,uso_desmama,uso_maternidade,pre-secado,producao_sementes,recuperacao_pastagem,farinha,revegetacao_areas_contaminadas,producao_fibras,atracao_polinizadores,controle_biologico,medicina_popular,aumento_proteina_pastagem,pecuaria_leiteira,pecuaria_corte,pastagem_consorciada,pastagens_inverno,ovinos,equinos
84,Hyparrhenia rufa,capim-jaraguá,graminea,perene,1.5,3.0,cespitoso,africa do sul,600,NA,15,35,alta,moderada,baixa a media,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,baixa,4.5,6.5,baixa,media,boa,arenoso-medio,alta,baixa,1.0,2.0,"0,745","4,224",2.0,9.24, 60.4,NA,NA,alta,alta,boa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Megathyrsus maximus,capim-colonião,graminea,perene,1.0,3.0,cespitoso,Africa  Tropical,650,3000,15,35,NA,baixa,baixa,moderada,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,media,4.5,7.5,media,media a alta,bem drenado,medio,alta,baixa,0.8,1.5,NA,NA,8.0,15.9,61.6,NA,NA,alta,alta,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Melinis minutiflora,capim-gordura,graminea,perene,0.6,1.5,cespitoso,Africa  Tropical,750,2000,14,27,media,baixa,NA,NA,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,alta,4.5,6.5,alta,baixa,boa,arenoso,alta,baixa,0.8,1.5,"3,6","4,2",3.3,8.3,48.17,NA,40,media,lenta,alta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Paspalum notatum,grama-batatais,graminea,perene,0.2,0.6,rizomatosa,America do Sul,700,1500,17,25,alta,moderada,moderada,baixa,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,alta,4.5,6.5,moderada,baixa,solos mais secos,amplo,sim,sim,0.4,1.0,3,24,5.8,14.5,NA,NA,NA,alta,NA,alta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Paspalum plicatulum,pasto negro,graminea,perene,0.4,1.2,"cespitoso, entouceirado, estival",Estados Unidos e America do Sul,760,3500,6,23,moderada,alta,moderada,baixa,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,alta,4.5,6.5,moderada,baixa,mal ou bem drenados,arenosos ate duros e argilosos,sim,sim,0.8,1.5,8,24,5,22,70,NA,NA,alta,alta,alta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Urochloa mutica cv. Capim-Angola,capim-angola,graminea,perene,0.5,2.5,estolonifero,Africa,1200,NA,NA,NA,NA,alta,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,5.0,7.5,moderada,media-alta,prefere solos umidos e encharcados,medio-argiloso,alta,baixa,1.0,2.0,7.180,28.500,6.19,13.5,40.8,NA,NA,alta,NA,alta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Urochloa radicans,tanner grass / braquiária do brejo,graminea,perene,0.3,1.5,estolonifera e rizomatosa,NA,NA,NA,NA,NA,NA,alta,NA,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,7.0,moderada,alta,tolera solos encharcados,arenoso-medio,alta,baixa,0.8,1.5,12.000,19.100,5.8,15.1,61,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Cynodon sp.(Coast-cross),Cynodon,graminea,perene,0.4,0.9,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,medio-argiloso,sim,NA,0.60,1.2,12,20,9,15,60,50,90,alta,alta,media,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Cynodon sp.(Tifton 68),Cynodon,graminea,perene,0.8,1.5,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,ampla adaptação textural,sim,NA,0.8,1.5,15,25,10,16,62,60,100,alta,muito alta,media,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Cynodon sp.(Tifton 85),Cynodon,graminea,perene,0.8,1.6,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,medio-argiloso,sim,NA,1.0,2.2,18,30,12,18,65,70,120,muito alta,muito alta,muito alta,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Cynodon sp.(Tifton 44),Cynodon,graminea,perene,0.5,1.1,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,ampla adaptação textural,sim,NA,0.8,1.5,10,18,9,14,58,40,80,muito alta,alta,muito alta,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Cynodon sp.(Tifton 78),Cynodon,graminea,perene,0.6,1.2,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,ampla adaptação textural,sim,NA,0.7,1.3,14,22,10,15,60,55,95,alta,alta,alta,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Cynodon sp.(Florakirk),Cynodon,graminea,perene,0.6,1.2,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,ampla adaptação textural,sim,NA,0.60,1.2,12,20,9,14,58,50,85,alta,alta,alta,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Cynodon sp.(Jiggs),Cynodon,graminea,perene,0.8,1.5,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,tolera solos mal drenados,medio-argiloso,sim,NA,0.8,1.5,15,25,10,16,62,60,100,muito alta,muito alta,muito alta,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Cynodon sp.(Alicia),Cynodon,graminea,perene,0.4,1.0,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,medio,sim,NA,0.6,1.2,8,16,8,13,55,35,70,media,media,media,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Cynodon sp.(Brazos),Cynodon,graminea,perene,0.4,1.0,estolonifero,Africa,635,1700,-2,21,alta,NA,moderada,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,bem drenado,medio,sim,NA,0.6,1.2,8,15,8,13,55,35,65,media,media,media,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Megathyrsus maximus cv. Mombaça,mombaça,graminea,perene,0.9,1.8,cespitoso,África tropical,900,1800,18,35,NA,baixa,baixa,baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,4.5,7.0,moderada,alta,bem drenado,medio-argiloso,moderado,baixo,0.8,1.2,20,35,8,14,62,70,120,alta,muito alta,alta,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Megathyrsus maximus cv. Massai,Massai ,graminea,perene,0.5,1.2,cespitoso,África tropical,700,1500,18,35,NA,baixa,baixa,baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,alta,media,bem drenado,leve-medio,alta,baixo,0.8,1.2,15,25,8,12,58,55,95,muito alta,muito alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Megathyrsus maximus cv. Aruana,Aruana,graminea,perene,0.6,1.4,cespitoso,África tropical,800,1600,15,32,NA,baixa,moderada,moderada,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,4.5,7.0,moderada,media,bem drenado,leve-medio,moderado,baixo,0.8,1.2,12,20,10,16,65,45,80,alta,muito alta,alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Megathyrsus maximus cv. Zuri,Zuri,graminea,perene,0.9,1.7,cespitoso,África tropical,900,1800,18,35,NA,baixa,baixa,baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,4.5,6.8,moderada,alta,bem drenado,medio-argiloso,moderado,baixo,0.8,1.2,18,32,10,15,65,65,110,alta,muito alta,alta,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Megathyrsus maximus cv. Tamani,Tamani,graminea,perene,0.4,0.9,cespitoso baixo,África tropical,800,1600,18,35,NA,baixa,baixa,moderada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,4.5,6.8,moderada,media,bem drenado,medio,moderado,baixo,0.8,1.2,12,22,12,18,68,40,75,muito alta,muito alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Megathyrsus maximus cv. Quenia,Quenia,graminea,perene,0.8,1.6,cespitoso,África tropical,900,1700,18,35,NA,baixa,baixa,baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,4.5,6.8,moderada,alta,bem drenado,medio-argiloso,moderado,baixo,0.8,1.2,18,30,10,15,64,60,105,alta,muito alta,alta,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Urochloa brizantha cv. Marundu,Marundu,graminea,perene,0.8,1.5,cespitoso,África tropical,800,1600,18,34,NA,baixa,moderada,moderada,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.0,6.5,alta,media,bem drenado,medio-argiloso,alta,moderado,1.0,1.5,12,25,7,12,58,45,85,muito alta,alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Urochloa brizantha cv. Paiaguás,Paiaguás,graminea,perene,0.7,1.4,cespitoso,África tropical,600,1400,18,35,NA,baixa,baixa,baixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.2,6.5,alta,baixa,bem drenado,medio,alta,moderado,1.0,1.5,10,22,7,12,58,40,75,muito alta,alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Urochloa brizantha cv. MG-5 Vitória,MG-5 Vitória,graminea,perene,0.8,1.6,cespitoso,África tropical,800,1600,18,34,NA,baixa,moderada,moderada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,alta,media,bem drenado,medio-argiloso,alta,moderado,1.0,1.5,12,26,8,13,60,45,90,muito alta,alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Urochloa humidicola cv. Llanero,Llanero,graminea,perene,0.4,1.0,estolonífero-rizomatoso,África tropical,1000,2000,20,35,NA,alta,baixa,moderada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,alta,4.0,6.0,alta,baixa,tolera encharcamento,argiloso-hidromorfico,alta,alto,0.8,1.2,10,18,6,10,55,35,65,muito alta,alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Urochloa humidicola cv. Tupi,Tupi,graminea,perene,0.4,1.1,estolonífero-rizomatoso,África tropical,1000,2000,20,35,NA,alta,baixa,moderada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,alta,4.0,6.0,alta,baixa,tolera encharcamento,argiloso-hidromorfico,alta,alto,0.8,1.2,10,20,6,10,55,35,70,muito alta,alta,muito alta,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
